word1	relation	word2	gloss1	gloss2
suffuse%2:30:00::	event	suffusion%1:22:00::	"to become overspread as with a fluid, a ..."	the process of permeating or infusing so...
suffuse%2:30:01::	event	suffusion%1:22:00::	cause to spread or flush or flood throug...	the process of permeating or infusing so...
suggest%2:32:02::	event	suggestion%1:10:01::	"imply as a possibility; ""The evidence su..."	persuasion formulated as a suggestion
suggest%2:32:01::	event	suggestion%1:09:01::	"call to mind; ""this remark evoked sadnes..."	the sequential mental process in which o...
suggest%2:32:04::	event	suggestion%1:10:00::	drop a hint; intimate by a hint	a proposal offered for acceptance or rej...
suggest%2:32:00::	event	suggestion%1:10:01::	"make a proposal, declare a plan for some..."	persuasion formulated as a suggestion
suggest%2:32:00::	event	suggestion%1:10:00::	"make a proposal, declare a plan for some..."	a proposal offered for acceptance or rej...
sum%2:32:00::	event	summation%1:04:01::	"determine the sum of; ""Add all the peopl..."	the arithmetic operation of summing; cal...
summarise%2:42:00::	event	summarisation%1:10:01::	"be a summary of; ""The abstract summarize..."	the act of preparing a summary (or an in...
summarise%2:32:00::	event	summarisation%1:10:01::	"give a summary (of); ""he summed up his r..."	the act of preparing a summary (or an in...
summarize%2:42:00::	event	summarization%1:10:01::	"be a summary of; ""The abstract summarize..."	the act of preparing a summary (or an in...
summarize%2:32:00::	event	summarization%1:10:01::	"give a summary (of); ""he summed up his r..."	the act of preparing a summary (or an in...
superannuate%2:41:00::	event	superannuation%1:04:00::	retire and pension (someone) because of ...	the act of discharging someone because o...
superfetate%2:29:00::	event	superfetation%1:11:00::	conceive when a fetus is already present...	fertilization of a second ovum after a p...
superinfect%2:29:00::	event	superinfection%1:26:00::	infect (an infected cell) further or inf...	infection that occurs while you are bein...
superpose%2:35:00::	event	superposition%1:04:01::	place (one geometric figure) upon anothe...	(geometry) the placement of one object i...
superpose%2:35:00::	event	superposition%1:04:00::	place (one geometric figure) upon anothe...	the placement of one thing on top of ano...
superpose%2:35:01::	event	superposition%1:04:00::	"place on top of; ""can you superimpose th..."	the placement of one thing on top of ano...
superscribe%2:36:01::	event	superscription%1:04:00::	"write on the top or outside; ""superscrib..."	the activity of superscribing
superscribe%2:36:00::	event	superscription%1:04:00::	"write on the outside or upper part of; ""..."	the activity of superscribing
supersede%2:41:00::	event	supersession%1:04:00::	take the place or move into the position...	act of replacing one person or thing by ...
supervene%2:30:00::	event	supervention%1:11:00::	take place as an additional or unexpecte...	a following on in addition
supervise%2:41:00::	event	supervision%1:04:00::	"watch and direct; ""Who is overseeing thi..."	management by overseeing the performance...
supervise%2:39:00::	event	supervision%1:04:00::	keep tabs on; keep an eye on; keep under...	management by overseeing the performance...
supinate%2:38:00::	event	supination%1:04:00::	turn (the hand or forearm) so that the b...	rotation of the hands and forearms so th...
supplement%2:35:00::	event	supplementation%1:04:00::	"add to the very end; ""He appended a glos..."	the act of supplementing
supplicate%2:32:00::	event	supplication%1:10:01::	"ask humbly (for something); ""He supplica..."	a humble request for help from someone i...
suppose%2:31:01::	event	supposition%1:09:01::	to believe especially on uncertain or te...	the cognitive process of supposing
suppose%2:31:00::	event	supposition%1:09:01::	"expect, believe, or suppose; ""I imagine ..."	the cognitive process of supposing
suppress%2:41:01::	event	suppression%1:04:02::	come down on or keep down by unjust use ...	forceful prevention; putting down by pow...
suppress%2:41:00::	event	suppression%1:04:01::	control and refrain from showing; of emo...	the act of withholding or withdrawing so...
suppress%2:31:00::	event	suppression%1:04:03::	put out of one's consciousness	(psychology) the conscious exclusion of ...
suppress%2:30:00::	event	suppression%1:04:02::	"to put down by force or authority; ""supp..."	forceful prevention; putting down by pow...
suppress%2:30:00::	event	suppression%1:04:01::	"to put down by force or authority; ""supp..."	the act of withholding or withdrawing so...
suppurate%2:29:01::	event	suppuration%1:22:00::	"cause to ripen and discharge pus; ""The o..."	(medicine) the formation of morbific mat...
suppurate%2:29:00::	event	suppuration%1:22:00::	"ripen and generate pus; ""her wounds are ..."	(medicine) the formation of morbific mat...
suspect%2:32:00::	event	suspicion%1:09:01::	imagine to be the case or true or probab...	an impression that something might be th...
suspect%2:31:00::	event	suspicion%1:09:00::	regard as untrustworthy; regard with sus...	doubt about someone's honesty
suspend%2:41:00::	event	suspension%1:04:01::	"bar temporarily; from school, office, et..."	a temporary debarment (from a privilege ...
suspend%2:35:00::	event	suspension%1:04:00::	"hang freely; ""The secret police suspende..."	the act of suspending something (hanging...
suspend%2:30:00::	event	suspension%1:28:00::	stop a process or a habit by imposing a ...	a time interval during which there is a ...
suspend%2:30:00::	event	suspension%1:26:00::	stop a process or a habit by imposing a ...	temporary cessation or suspension
suspend%2:30:00::	event	suspension%1:11:00::	stop a process or a habit by imposing a ...	an interruption in the intensity or amou...
suspend%2:30:01::	event	suspension%1:04:00::	cause to be held in suspension in a flui...	the act of suspending something (hanging...
suspire%2:29:04::	event	suspiration%1:10:00::	heave or utter a sigh; breathe deeply an...	an utterance made by exhaling audibly
susurrate%2:32:00::	event	susurration%1:11:00::	issue soft noises	the indistinct sound of people whisperin...
susurrate%2:32:00::	event	susurration%1:10:00::	issue soft noises	speaking softly without vibration of the...
syllabicate%2:35:00::	event	syllabication%1:04:00::	"divide into syllables; ""syllabify the wo..."	forming or dividing words into syllables...
syllabify%2:35:00::	event	syllabification%1:04:00::	"divide into syllables; ""syllabify the wo..."	forming or dividing words into syllables...
symbolise%2:32:01::	event	symbolisation%1:10:00::	represent or identify by using a symbol;...	the use of symbols to convey meaning
symbolize%2:32:01::	event	symbolization%1:10:00::	represent or identify by using a symbol;...	the use of symbols to convey meaning
synchronise%2:30:00::	event	synchronisation%1:04:01::	make synchronous and adjust in time or m...	an adjustment that causes something to o...
synchronise%2:30:00::	event	synchronisation%1:04:00::	make synchronous and adjust in time or m...	coordinating by causing to indicate the ...
synchronize%2:30:00::	event	synchronization%1:04:01::	make synchronous and adjust in time or m...	an adjustment that causes something to o...
synchronize%2:30:00::	event	synchronization%1:04:00::	make synchronous and adjust in time or m...	coordinating by causing to indicate the ...
syncopate%2:30:01::	event	syncopation%1:10:01::	"omit a sound or letter in a word; ""synco..."	(phonology) the loss of sounds from with...
syndicate%2:41:00::	event	syndication%1:04:00::	organize into or form a syndicate	organizing into or administering as a sy...
syndicate%2:40:00::	event	syndication%1:04:01::	"sell articles, television programs, or p..."	selling (an article or cartoon) for publ...
systematise%2:30:00::	event	systematisation%1:04:00::	arrange according to a system or reduce ...	systematic organization; the act of orga...
systematize%2:30:00::	event	systematization%1:04:00::	arrange according to a system or reduce ...	systematic organization; the act of orga...
tabulate%2:36:00::	event	tabulation%1:10:00::	arrange or enter in tabular form	information set out in tabular form
tabulate%2:36:00::	event	tabulation%1:04:00::	arrange or enter in tabular form	"the act of putting into tabular form; ""t..."
tax%2:40:00::	event	taxation%1:21:00::	"levy a tax on; ""The State taxes alcohol ..."	charge against a citizen's person or pro...
tax%2:40:00::	event	taxation%1:04:00::	"levy a tax on; ""The State taxes alcohol ..."	the imposition of taxes; the practice of...
telecommunicate%2:32:00::	event	telecommunication%1:10:00::	"communicate over long distances, as via ..."	(often plural) systems used in transmitt...
teleport%2:38:00::	event	teleportation%1:04:00::	transport by dematerializing at one poin...	a hypothetical mode of instantaneous tra...
televise%2:32:00::	event	television%1:10:00::	"broadcast via television; ""The Royal wed..."	broadcasting visual images of stationary...
televise%2:32:00::	event	television%1:06:00::	"broadcast via television; ""The Royal wed..."	a telecommunication system that transmit...
tempt%2:32:01::	event	temptation%1:12:00::	"dispose or incline or entice to; ""We wer..."	the desire to have or do something that ...
tempt%2:32:04::	event	temptation%1:04:00::	provoke someone to do something through ...	the act of influencing by exciting hope ...
tempt%2:32:00::	event	temptation%1:04:00::	induce into action by using one's charm;...	the act of influencing by exciting hope ...
tenderise%2:30:00::	event	tenderisation%1:04:00::	make tender or more tender as by marinat...	the act of making meat tender by poundin...
tenderize%2:30:00::	event	tenderization%1:04:00::	make tender or more tender as by marinat...	the act of making meat tender by poundin...
tense%2:35:00::	event	tension%1:19:00::	"become stretched or tense or taut; ""the ..."	(physics) a stress that produces an elon...
tense%2:35:00::	event	tension%1:04:00::	"become stretched or tense or taut; ""the ..."	the action of stretching something tight...
tense%2:30:00::	event	tension%1:19:00::	"increase the tension on; ""alternately re..."	(physics) a stress that produces an elon...
tense%2:30:00::	event	tension%1:04:00::	"increase the tension on; ""alternately re..."	the action of stretching something tight...
tergiversate%2:32:01::	event	tergiversation%1:04:00::	be deliberately ambiguous or unclear in ...	falsification by means of vague or ambig...
tergiversate%2:32:00::	event	tergiversation%1:04:01::	abandon one's beliefs or allegiances	the act of abandoning a party for cause
terminate%2:30:01::	event	termination%1:04:00::	"bring to an end or halt; ""She ended thei..."	"the act of ending something; ""the termin..."
territorialise%2:41:00::	event	territorialisation%1:04:00::	organize as a territory	the act of organizing as a territory
territorialise%2:30:01::	event	territorialisation%1:04:00::	"place on a territorial basis; ""The railw..."	the act of organizing as a territory
territorialize%2:41:00::	event	territorialization%1:04:00::	organize as a territory	the act of organizing as a territory
